corridor,date,day_of_week,departure_time,arrival_time,from_stop,to_stop,from_name,to_name,from_coord,to_coord,distance_km,travel_time_min,effective_speed_kmh,traffic_condition,cumulative_time_min
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:13:19,20:15:09,5,6,Turn right onto Jl. Tj. Api-Api/Jl. Tj. Siapi Api,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,"""-2.8953786,104.7265849""","""-2.9036224,104.7276603""",0.924,1.83,30.2,Light,15.16
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:15:09,20:20:31,6,7,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,Make a U-turn,"""-2.9036224,104.7276603""","""-2.9205337,104.7117472""",2.581,5.37,28.9,Light,20.53
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:20:31,20:26:41,7,8,Make a U-turn,K8 Asrama Haji - Talang Jambe - Asrama Haji,"""-2.9205337,104.7117472""","""-2.895029999999999,104.72458""",3.174,6.16,30.9,Light,26.69
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:26:41,20:28:28,8,9,K8 Asrama Haji - Talang Jambe - Asrama Haji,Unknown,"""-2.895029999999999,104.72458""","""-2.8962278,104.7163111""",0.928,1.78,31.2,Light,28.47
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:28:28,20:30:15,9,10,Unknown,Unknown,"""-2.8962278,104.7163111""","""-2.8950056,104.7245833""",0.929,1.78,31.2,Light,30.25
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:30:15,20:32:19,10,11,Unknown,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,"""-2.8950056,104.7245833""","""-2.896204099999999,104.7163186""",0.927,2.07,26.9,Moderate,32.32
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:32:19,20:34:23,11,12,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,Turn left onto Lrg. Tj. Harapan,"""-2.896204099999999,104.7163186""","""-2.8950945,104.7245324""",0.92,2.07,26.7,Moderate,34.39
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:34:23,20:36:07,12,13,Turn left onto Lrg. Tj. Harapan,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,"""-2.8950945,104.7245324""","""-2.896204099999999,104.7163186""",0.92,1.73,31.9,Light,36.12
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:36:07,20:38:13,13,14,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,Turn left onto Lrg. Tj. Harapan,"""-2.896204099999999,104.7163186""","""-2.8950945,104.7245324""",0.92,2.11,26.2,Moderate,38.23
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:38:13,20:40:02,14,15,Turn left onto Lrg. Tj. Harapan,K8 Asrama Haji - Talang Jambe - Asrama Haji,"""-2.8950945,104.7245324""","""-2.89617,104.71635""",0.917,1.81,30.3,Light,40.04
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:40:02,20:45:48,15,16,K8 Asrama Haji - Talang Jambe - Asrama Haji,Stasiun LRT Asrama Haji A,"""-2.89617,104.71635""","""-2.91935,104.7114055555555""",2.635,5.77,27.4,Light,45.81
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:45:48,20:46:30,16,17,Stasiun LRT Asrama Haji A,Asrama Haji B,"""-2.91935,104.7114055555555""","""-2.916513888888889,104.7120194444445""",0.323,0.69,28.2,Light,46.5
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:46:30,20:47:49,17,18,Asrama Haji B,Kerajinan Karet B,"""-2.916513888888889,104.7120194444445""","""-2.910758333333333,104.7145361111111""",0.698,1.32,31.7,Light,47.82
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:47:49,20:50:22,18,19,Kerajinan Karet B,PDK,"""-2.910758333333333,104.7145361111111""","""-2.907272222222222,104.7251888888889""",1.245,2.56,29.2,Light,50.38
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:50:22,20:51:28,19,20,PDK,Simpang Bandara A,"""-2.907272222222222,104.7251888888889""","""-2.902958333333333,104.7272972222222""",0.534,1.09,29.3,Light,51.47
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:51:28,20:52:59,20,21,Simpang Bandara A,Simpang Talang Jambe,"""-2.902958333333333,104.7272972222222""","""-2.895658333333333,104.7260027777778""",0.824,1.52,32.5,Light,52.99
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:52:59,20:53:43,21,22,Simpang Talang Jambe,YAPIS Hikmatul Furqon A,"""-2.895658333333333,104.7260027777778""","""-2.896013888888889,104.7227416666667""",0.364,0.74,29.4,Light,53.73
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:53:43,20:54:32,22,23,YAPIS Hikmatul Furqon A,Perum Graha Utama Bandara,"""-2.896013888888889,104.7227416666667""","""-2.895738888888889,104.7190888888889""",0.407,0.81,30.3,Light,54.54
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:54:32,20:55:09,23,24,Perum Graha Utama Bandara,Simpang Karantina A,"""-2.895738888888889,104.7190888888889""","""-2.896233333333333,104.7163416666667""",0.31,0.61,30.6,Light,55.15
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:55:09,20:55:09,24,25,Simpang Karantina A,Simpang Karantina B,"""-2.896233333333333,104.7163416666667""","""-2.896163888888889,104.7163444444444""",0.008,0.01,31.8,Light,55.16
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:55:09,20:55:49,25,26,Simpang Karantina B,Perum Graha Utama Bandara B,"""-2.896163888888889,104.7163444444444""","""-2.895672222222222,104.7189583333333""",0.295,0.67,26.3,Moderate,55.83
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:55:49,20:56:58,26,27,Perum Graha Utama Bandara B,YAPIS Hikmatul Furqon B,"""-2.895672222222222,104.7189583333333""","""-2.895005555555556,104.7245833333333""",0.629,1.14,33.0,Light,56.97
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:56:58,20:57:26,27,28,YAPIS Hikmatul Furqon B,Lorong Bambu Kuning,"""-2.895005555555556,104.7245833333333""","""-2.896638888888889,104.7257277777778""",0.222,0.47,28.3,Light,57.44
Angkot Feeder Koridor 8,2025-10-07,Tuesday,20:57:26,21:00:04,28,29,Lorong Bambu Kuning,PDK B,"""-2.896638888888889,104.7257277777778""","""-2.907849999999999,104.7248638888889""",1.25,2.64,28.4,Light,60.08
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:00:04,21:01:28,29,30,PDK B,Palembang Asrama Haji,"""-2.907849999999999,104.7248638888889""","""-2.909666666666666,104.71835""",0.751,1.4,32.1,Light,61.48
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:01:28,21:02:00,30,31,Palembang Asrama Haji,BCA,"""-2.909666666666666,104.71835""","""-2.910311111111111,104.7161333333333""",0.256,0.53,29.3,Light,62.01
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:02:00,21:03:51,31,32,BCA,Asrama Haji A,"""-2.910311111111111,104.7161333333333""","""-2.917041666666667,104.7122111111111""",0.866,1.84,28.2,Light,63.85
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:03:51,21:04:25,32,33,Asrama Haji A,LRT Asrama Haji,"""-2.917041666666667,104.7122111111111""","""-2.919558333333333,104.7119138888889""",0.282,0.57,29.8,Light,64.42
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:04:25,21:04:27,33,34,LRT Asrama Haji,Untitled Placemark,"""-2.919558333333333,104.7119138888889""","""-2.919480555555556,104.7117722222222""",0.018,0.03,32.4,Light,64.45
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:04:27,21:10:01,34,35,Untitled Placemark,Untitled Placemark,"""-2.919480555555556,104.7117722222222""","""-2.896227777777778,104.7163111111111""",2.634,5.58,28.3,Light,70.03
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:00:00,21:06:01,1,2,Unknown,Unknown,"""-2.8950056,104.7245833""","""-2.9194806,104.7117722""",3.071,6.03,30.6,Light,6.03
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:06:01,21:12:23,2,3,Unknown,Head south on Lrg. Tj. Harapan toward Jl. AMD,"""-2.9194806,104.7117722""","""-2.8949988,104.7245572""",3.07,6.36,29.0,Light,12.39
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:12:23,21:12:24,3,4,Head south on Lrg. Tj. Harapan toward Jl. AMD,Turn left onto Jl. AMD,"""-2.8949988,104.7245572""","""-2.8950945,104.7245324""",0.011,0.02,31.7,Light,12.41
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:12:24,21:12:51,4,5,Turn left onto Jl. AMD,Turn right onto Jl. Tj. Api-Api/Jl. Tj. Siapi Api,"""-2.8950945,104.7245324""","""-2.8953786,104.7265849""",0.23,0.45,31.0,Light,12.86
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:12:51,21:14:37,5,6,Turn right onto Jl. Tj. Api-Api/Jl. Tj. Siapi Api,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,"""-2.8953786,104.7265849""","""-2.9036224,104.7276603""",0.924,1.76,31.5,Light,14.62
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:14:37,21:19:56,6,7,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,Make a U-turn,"""-2.9036224,104.7276603""","""-2.9205337,104.7117472""",2.581,5.32,29.1,Light,19.94
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:19:56,21:25:40,7,8,Make a U-turn,K8 Asrama Haji - Talang Jambe - Asrama Haji,"""-2.9205337,104.7117472""","""-2.895029999999999,104.72458""",3.174,5.73,33.3,Light,25.67
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:25:40,21:27:27,8,9,K8 Asrama Haji - Talang Jambe - Asrama Haji,Unknown,"""-2.895029999999999,104.72458""","""-2.8962278,104.7163111""",0.928,1.79,31.2,Light,27.46
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:27:27,21:29:13,9,10,Unknown,Unknown,"""-2.8962278,104.7163111""","""-2.8950056,104.7245833""",0.929,1.76,31.7,Light,29.22
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:29:13,21:31:10,10,11,Unknown,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,"""-2.8950056,104.7245833""","""-2.896204099999999,104.7163186""",0.927,1.96,28.4,Light,31.18
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:31:10,21:33:01,11,12,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,Turn left onto Lrg. Tj. Harapan,"""-2.896204099999999,104.7163186""","""-2.8950945,104.7245324""",0.92,1.85,29.9,Light,33.03
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:33:01,21:35:03,12,13,Turn left onto Lrg. Tj. Harapan,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,"""-2.8950945,104.7245324""","""-2.896204099999999,104.7163186""",0.92,2.03,27.2,Light,35.06
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:35:03,21:37:03,13,14,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,Turn left onto Lrg. Tj. Harapan,"""-2.896204099999999,104.7163186""","""-2.8950945,104.7245324""",0.92,2.0,27.6,Light,37.06
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:37:03,21:38:52,14,15,Turn left onto Lrg. Tj. Harapan,K8 Asrama Haji - Talang Jambe - Asrama Haji,"""-2.8950945,104.7245324""","""-2.89617,104.71635""",0.917,1.82,30.2,Light,38.88
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:38:52,21:44:27,15,16,K8 Asrama Haji - Talang Jambe - Asrama Haji,Stasiun LRT Asrama Haji A,"""-2.89617,104.71635""","""-2.91935,104.7114055555555""",2.635,5.58,28.3,Light,44.46
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:44:27,21:45:04,16,17,Stasiun LRT Asrama Haji A,Asrama Haji B,"""-2.91935,104.7114055555555""","""-2.916513888888889,104.7120194444445""",0.323,0.62,31.2,Light,45.08
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:45:04,21:46:22,17,18,Asrama Haji B,Kerajinan Karet B,"""-2.916513888888889,104.7120194444445""","""-2.910758333333333,104.7145361111111""",0.698,1.29,32.5,Light,46.37
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:46:22,21:48:51,18,19,Kerajinan Karet B,PDK,"""-2.910758333333333,104.7145361111111""","""-2.907272222222222,104.7251888888889""",1.245,2.49,30.0,Light,48.86
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:48:51,21:49:57,19,20,PDK,Simpang Bandara A,"""-2.907272222222222,104.7251888888889""","""-2.902958333333333,104.7272972222222""",0.534,1.1,29.2,Light,49.96
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:49:57,21:51:27,20,21,Simpang Bandara A,Simpang Talang Jambe,"""-2.902958333333333,104.7272972222222""","""-2.895658333333333,104.7260027777778""",0.824,1.5,33.1,Light,51.46
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:51:27,21:52:09,21,22,Simpang Talang Jambe,YAPIS Hikmatul Furqon A,"""-2.895658333333333,104.7260027777778""","""-2.896013888888889,104.7227416666667""",0.364,0.69,31.8,Light,52.15
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:52:09,21:52:58,22,23,YAPIS Hikmatul Furqon A,Perum Graha Utama Bandara,"""-2.896013888888889,104.7227416666667""","""-2.895738888888889,104.7190888888889""",0.407,0.83,29.6,Light,52.98
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:52:58,21:53:35,23,24,Perum Graha Utama Bandara,Simpang Karantina A,"""-2.895738888888889,104.7190888888889""","""-2.896233333333333,104.7163416666667""",0.31,0.61,30.6,Light,53.59
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:53:35,21:53:36,24,25,Simpang Karantina A,Simpang Karantina B,"""-2.896233333333333,104.7163416666667""","""-2.896163888888889,104.7163444444444""",0.008,0.02,29.2,Light,53.61
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:53:36,21:54:10,25,26,Simpang Karantina B,Perum Graha Utama Bandara B,"""-2.896163888888889,104.7163444444444""","""-2.895672222222222,104.7189583333333""",0.295,0.57,31.0,Light,54.18
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:54:10,21:55:31,26,27,Perum Graha Utama Bandara B,YAPIS Hikmatul Furqon B,"""-2.895672222222222,104.7189583333333""","""-2.895005555555556,104.7245833333333""",0.629,1.34,28.2,Light,55.52
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:55:31,21:55:55,27,28,YAPIS Hikmatul Furqon B,Lorong Bambu Kuning,"""-2.895005555555556,104.7245833333333""","""-2.896638888888889,104.7257277777778""",0.222,0.4,33.4,Light,55.92
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:55:55,21:58:16,28,29,Lorong Bambu Kuning,PDK B,"""-2.896638888888889,104.7257277777778""","""-2.907849999999999,104.7248638888889""",1.25,2.36,31.8,Light,58.28
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:58:16,21:59:58,29,30,PDK B,Palembang Asrama Haji,"""-2.907849999999999,104.7248638888889""","""-2.909666666666666,104.71835""",0.751,1.7,26.4,Moderate,59.98
Angkot Feeder Koridor 8,2025-10-07,Tuesday,21:59:58,22:00:30,30,31,Palembang Asrama Haji,BCA,"""-2.909666666666666,104.71835""","""-2.910311111111111,104.7161333333333""",0.256,0.52,29.5,Light,60.5
Angkot Feeder Koridor 8,2025-10-07,Tuesday,22:00:30,22:02:01,31,32,BCA,Asrama Haji A,"""-2.910311111111111,104.7161333333333""","""-2.917041666666667,104.7122111111111""",0.866,1.52,34.1,Light,62.02
Angkot Feeder Koridor 8,2025-10-07,Tuesday,22:02:01,22:02:31,32,33,Asrama Haji A,LRT Asrama Haji,"""-2.917041666666667,104.7122111111111""","""-2.919558333333333,104.7119138888889""",0.282,0.5,34.0,Light,62.52
Angkot Feeder Koridor 8,2025-10-07,Tuesday,22:02:31,22:02:33,33,34,LRT Asrama Haji,Untitled Placemark,"""-2.919558333333333,104.7119138888889""","""-2.919480555555556,104.7117722222222""",0.018,0.03,32.0,Light,62.55
Angkot Feeder Koridor 8,2025-10-07,Tuesday,22:02:33,22:07:10,34,35,Untitled Placemark,Untitled Placemark,"""-2.919480555555556,104.7117722222222""","""-2.896227777777778,104.7163111111111""",2.634,4.63,34.2,Light,67.18
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:00:00,06:11:33,1,2,Unknown,Unknown,"""-2.8950056,104.7245833""","""-2.9194806,104.7117722""",3.071,11.55,15.9,Heavy,11.55
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:11:33,06:23:23,2,3,Unknown,Head south on Lrg. Tj. Harapan toward Jl. AMD,"""-2.9194806,104.7117722""","""-2.8949988,104.7245572""",3.07,11.84,15.6,Heavy,23.39
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:23:23,06:23:25,3,4,Head south on Lrg. Tj. Harapan toward Jl. AMD,Turn left onto Jl. AMD,"""-2.8949988,104.7245572""","""-2.8950945,104.7245324""",0.011,0.04,18.8,Heavy,23.43
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:23:25,06:24:07,4,5,Turn left onto Jl. AMD,Turn right onto Jl. Tj. Api-Api/Jl. Tj. Siapi Api,"""-2.8950945,104.7245324""","""-2.8953786,104.7265849""",0.23,0.7,19.8,Heavy,24.13
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:24:07,06:27:21,5,6,Turn right onto Jl. Tj. Api-Api/Jl. Tj. Siapi Api,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,"""-2.8953786,104.7265849""","""-2.9036224,104.7276603""",0.924,3.23,17.2,Heavy,27.36
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:27:21,06:35:25,6,7,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,Make a U-turn,"""-2.9036224,104.7276603""","""-2.9205337,104.7117472""",2.581,8.07,19.2,Heavy,35.43
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:35:25,06:46:55,7,8,Make a U-turn,K8 Asrama Haji - Talang Jambe - Asrama Haji,"""-2.9205337,104.7117472""","""-2.895029999999999,104.72458""",3.174,11.49,16.6,Heavy,46.92
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:46:55,06:50:15,8,9,K8 Asrama Haji - Talang Jambe - Asrama Haji,Unknown,"""-2.895029999999999,104.72458""","""-2.8962278,104.7163111""",0.928,3.33,16.7,Heavy,50.25
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:50:15,06:53:47,9,10,Unknown,Unknown,"""-2.8962278,104.7163111""","""-2.8950056,104.7245833""",0.929,3.54,15.7,Heavy,53.79
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:53:47,06:57:01,10,11,Unknown,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,"""-2.8950056,104.7245833""","""-2.896204099999999,104.7163186""",0.927,3.24,17.1,Heavy,57.03
Angkot Feeder Koridor 8,2025-10-08,Wednesday,06:57:01,07:00:16,11,12,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,Turn left onto Lrg. Tj. Harapan,"""-2.896204099999999,104.7163186""","""-2.8950945,104.7245324""",0.92,3.25,17.0,Heavy,60.28
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:00:16,07:03:06,12,13,Turn left onto Lrg. Tj. Harapan,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,"""-2.8950945,104.7245324""","""-2.896204099999999,104.7163186""",0.92,2.83,19.5,Heavy,63.11
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:03:06,07:06:08,13,14,Head east on Jl. AMD toward Jl. Pesantren Sultan Mahmud Baddaruddin II,Turn left onto Lrg. Tj. Harapan,"""-2.896204099999999,104.7163186""","""-2.8950945,104.7245324""",0.92,3.03,18.2,Heavy,66.14
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:06:08,07:09:28,14,15,Turn left onto Lrg. Tj. Harapan,K8 Asrama Haji - Talang Jambe - Asrama Haji,"""-2.8950945,104.7245324""","""-2.89617,104.71635""",0.917,3.33,16.5,Heavy,69.47
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:09:28,07:18:34,15,16,K8 Asrama Haji - Talang Jambe - Asrama Haji,Stasiun LRT Asrama Haji A,"""-2.89617,104.71635""","""-2.91935,104.7114055555555""",2.635,9.11,17.4,Heavy,78.58
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:18:34,07:19:28,16,17,Stasiun LRT Asrama Haji A,Asrama Haji B,"""-2.91935,104.7114055555555""","""-2.916513888888889,104.7120194444445""",0.323,0.9,21.5,Moderate,79.48
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:19:28,07:21:27,17,18,Asrama Haji B,Kerajinan Karet B,"""-2.916513888888889,104.7120194444445""","""-2.910758333333333,104.7145361111111""",0.698,1.98,21.1,Moderate,81.46
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:21:27,07:25:45,18,19,Kerajinan Karet B,PDK,"""-2.910758333333333,104.7145361111111""","""-2.907272222222222,104.7251888888889""",1.245,4.29,17.4,Heavy,85.75
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:25:45,07:27:32,19,20,PDK,Simpang Bandara A,"""-2.907272222222222,104.7251888888889""","""-2.902958333333333,104.7272972222222""",0.534,1.79,17.9,Heavy,87.54
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:27:32,07:30:36,20,21,Simpang Bandara A,Simpang Talang Jambe,"""-2.902958333333333,104.7272972222222""","""-2.895658333333333,104.7260027777778""",0.824,3.06,16.2,Heavy,90.6
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:30:36,07:31:48,21,22,Simpang Talang Jambe,YAPIS Hikmatul Furqon A,"""-2.895658333333333,104.7260027777778""","""-2.896013888888889,104.7227416666667""",0.364,1.21,18.1,Heavy,91.81
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:31:48,07:33:09,22,23,YAPIS Hikmatul Furqon A,Perum Graha Utama Bandara,"""-2.896013888888889,104.7227416666667""","""-2.895738888888889,104.7190888888889""",0.407,1.34,18.2,Heavy,93.15
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:33:09,07:34:12,23,24,Perum Graha Utama Bandara,Simpang Karantina A,"""-2.895738888888889,104.7190888888889""","""-2.896233333333333,104.7163416666667""",0.31,1.06,17.6,Heavy,94.21
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:34:12,07:34:13,24,25,Simpang Karantina A,Simpang Karantina B,"""-2.896233333333333,104.7163416666667""","""-2.896163888888889,104.7163444444444""",0.008,0.02,20.0,Moderate,94.23
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:34:13,07:35:22,25,26,Simpang Karantina B,Perum Graha Utama Bandara B,"""-2.896163888888889,104.7163444444444""","""-2.895672222222222,104.7189583333333""",0.295,1.15,15.4,Heavy,95.38
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:35:22,07:37:42,26,27,Perum Graha Utama Bandara B,YAPIS Hikmatul Furqon B,"""-2.895672222222222,104.7189583333333""","""-2.895005555555556,104.7245833333333""",0.629,2.33,16.2,Heavy,97.71
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:37:42,07:38:25,27,28,YAPIS Hikmatul Furqon B,Lorong Bambu Kuning,"""-2.895005555555556,104.7245833333333""","""-2.896638888888889,104.7257277777778""",0.222,0.71,18.8,Heavy,98.42
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:38:25,07:42:43,28,29,Lorong Bambu Kuning,PDK B,"""-2.896638888888889,104.7257277777778""","""-2.907849999999999,104.7248638888889""",1.25,4.31,17.4,Heavy,102.73
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:42:43,07:44:55,29,30,PDK B,Palembang Asrama Haji,"""-2.907849999999999,104.7248638888889""","""-2.909666666666666,104.71835""",0.751,2.2,20.5,Moderate,104.93
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:44:55,07:45:40,30,31,Palembang Asrama Haji,BCA,"""-2.909666666666666,104.71835""","""-2.910311111111111,104.7161333333333""",0.256,0.75,20.6,Moderate,105.68
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:45:40,07:49:19,31,32,BCA,Asrama Haji A,"""-2.910311111111111,104.7161333333333""","""-2.917041666666667,104.7122111111111""",0.866,3.65,14.2,Heavy,109.33
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:49:19,07:50:15,32,33,Asrama Haji A,LRT Asrama Haji,"""-2.917041666666667,104.7122111111111""","""-2.919558333333333,104.7119138888889""",0.282,0.92,18.3,Heavy,110.25
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:50:15,07:50:18,33,34,LRT Asrama Haji,Untitled Placemark,"""-2.919558333333333,104.7119138888889""","""-2.919480555555556,104.7117722222222""",0.018,0.06,17.8,Heavy,110.31
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:50:18,07:59:03,34,35,Untitled Placemark,Untitled Placemark,"""-2.919480555555556,104.7117722222222""","""-2.896227777777778,104.7163111111111""",2.634,8.75,18.1,Heavy,119.06
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:00:00,07:10:39,1,2,Unknown,Unknown,"""-2.8950056,104.7245833""","""-2.9194806,104.7117722""",3.071,10.66,17.3,Heavy,10.66
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:10:39,07:20:18,2,3,Unknown,Head south on Lrg. Tj. Harapan toward Jl. AMD,"""-2.9194806,104.7117722""","""-2.8949988,104.7245572""",3.07,9.65,19.1,Heavy,20.31
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:20:18,07:20:21,3,4,Head south on Lrg. Tj. Harapan toward Jl. AMD,Turn left onto Jl. AMD,"""-2.8949988,104.7245572""","""-2.8950945,104.7245324""",0.011,0.04,17.7,Heavy,20.35
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:20:21,07:21:14,4,5,Turn left onto Jl. AMD,Turn right onto Jl. Tj. Api-Api/Jl. Tj. Siapi Api,"""-2.8950945,104.7245324""","""-2.8953786,104.7265849""",0.23,0.89,15.5,Heavy,21.24
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:21:14,07:24:40,5,6,Turn right onto Jl. Tj. Api-Api/Jl. Tj. Siapi Api,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,"""-2.8953786,104.7265849""","""-2.9036224,104.7276603""",0.924,3.43,16.2,Heavy,24.67
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:24:40,07:33:50,6,7,Continue straight onto Jl. Letjen Harun Sohar/Jl. Tj. Api-Api,Make a U-turn,"""-2.9036224,104.7276603""","""-2.9205337,104.7117472""",2.581,9.17,16.9,Heavy,33.84
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:33:50,07:43:55,7,8,Make a U-turn,K8 Asrama Haji - Talang Jambe - Asrama Haji,"""-2.9205337,104.7117472""","""-2.895029999999999,104.72458""",3.174,10.08,18.9,Heavy,43.92
Angkot Feeder Koridor 8,2025-10-08,Wednesday,07:43:55,07:46:36,8,9,K8 Asrama Haji - Talang Jambe - Asrama Haji,Unknown,"""-2.895029999999999,104.72458""","""-2.8962278,104.7163111""",0.928,2.68,20.8,Moderate,46.6
