observation_id,respondent_id,alternative_index,label,optimized_for,time_minutes,cost_rupiah,transfers,access_km,comfort,reliability,age,gender,occupation,income,vehicle_ownership,trip_purpose,transit_frequency,pref_time,pref_cost,pref_comfort,pref_accessibility,pref_reliability,chosen
36,7857b82a-cfc9-582b-9b01-e6f236dfa1dd,0,Rekomendasi,time,69.70432438814588,5000.0,0.0,1.7610521847468157,3.5665827882246015,3.263407534716863,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,0
36,7857b82a-cfc9-582b-9b01-e6f236dfa1dd,1,Kendaraan Pribadi,private_vehicle,31.0,3620.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,1
37,d2bc084c-3d31-5063-b9b1-60929e7c5c00,0,Rekomendasi,time,58.116650519109015,5000.0,0.0,2.1803648495820496,3.628808458590641,3.178603948157239,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,0
37,d2bc084c-3d31-5063-b9b1-60929e7c5c00,1,Termurah,cost,104.14775509921009,0.0,2.0,1.5083096350348422,1.7744473019284968,2.2800049201472135,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,0
37,d2bc084c-3d31-5063-b9b1-60929e7c5c00,2,Kendaraan Pribadi,private_vehicle,16.0,1870.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,1
38,26fe1de9-a736-506c-a461-92a25c678997,0,Rekomendasi,time,66.17888120099558,0.0,0.0,4.1084087315688205,3.489928626296698,2.7449643131483485,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,0
38,26fe1de9-a736-506c-a461-92a25c678997,1,Kendaraan Pribadi,private_vehicle,16.3,1902.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,1
39,4d547101-f49e-44c6-a664-f7002ba5fb39,0,Rekomendasi,time,57.99497454066574,5000.0,1.0,0.7634242807676965,3.56677950498347,3.7293911514790175,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,1
39,4d547101-f49e-44c6-a664-f7002ba5fb39,1,Preferensi Saya,alternative,58.31581090066063,5000.0,1.0,0.7859929576201279,3.5666670272502015,3.725390449617796,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,0
39,4d547101-f49e-44c6-a664-f7002ba5fb39,2,Kendaraan Pribadi,private_vehicle,22.7,2652.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,0
40,6cab52cf-7add-5003-be20-b2af7abeeb48,0,Rekomendasi,time,9.648557202935972,0.0,0.0,0.0,3.4460278459042377,3.5539721540957623,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,0
40,6cab52cf-7add-5003-be20-b2af7abeeb48,1,Kendaraan Pribadi,private_vehicle,2.7,320.0,0.0,0.0,4.0,3.0000000000000004,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,5.0,4.0,5.0,5.0,1
41,bd047505-d1f1-4140-8acc-1ec873c4ede2,0,Rekomendasi,time,34.601768537027404,10000.0,0.0,0.05868482535855948,4.560346367724525,4.601050524423863,,,,,,,,4.0,5.0,4.0,5.0,4.0,1
41,bd047505-d1f1-4140-8acc-1ec873c4ede2,1,Kendaraan Pribadi,private_vehicle,20.6,2400.0,0.0,0.0,4.0,3.0,,,,,,,,4.0,5.0,4.0,5.0,4.0,0
42,24b713cf-37b4-4cdd-bf6d-7a516298e9b7,0,Rekomendasi,time,60.31300882862994,10000.0,1.0,1.070378109948033,3.613399637783711,3.749933998225803,18-25,Laki-laki,Pelajar/Mahasiswa,>10 juta,Mobil,Sekolah/Kuliah,Beberapa kali sebulan,,,,,,1
42,24b713cf-37b4-4cdd-bf6d-7a516298e9b7,1,Termurah,cost,61.01010676437144,5000.0,1.0,1.070378109948033,3.105117111545034,3.243519220888805,18-25,Laki-laki,Pelajar/Mahasiswa,>10 juta,Mobil,Sekolah/Kuliah,Beberapa kali sebulan,,,,,,0
42,24b713cf-37b4-4cdd-bf6d-7a516298e9b7,2,Preferensi Saya,transfers,61.95842058244905,5000.0,1.0,1.2315292989592421,3.118455856094522,3.3217542944788288,18-25,Laki-laki,Pelajar/Mahasiswa,>10 juta,Mobil,Sekolah/Kuliah,Beberapa kali sebulan,,,,,,0
42,24b713cf-37b4-4cdd-bf6d-7a516298e9b7,3,Kendaraan Pribadi,private_vehicle,20.6,2402.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,>10 juta,Mobil,Sekolah/Kuliah,Beberapa kali sebulan,,,,,,0
43,8c66deca-a2f1-40c3-953b-4cb284206a64,0,Rekomendasi,time,65.9639521972255,10000.0,2.0,0.2991409505853742,2.643617486093902,3.352455458575954,,,,,,,,,,,,,1
43,8c66deca-a2f1-40c3-953b-4cb284206a64,1,Termurah,cost,67.73363461441568,5000.0,2.0,0.6366821688736095,2.3415690487541387,2.896016619831691,,,,,,,,,,,,,0
43,8c66deca-a2f1-40c3-953b-4cb284206a64,2,Kendaraan Pribadi,private_vehicle,21.7,2535.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,0
44,296a8dd8-1dd0-4749-8d37-a6c6e5681014,0,Rekomendasi,time,117.676037983777,5000.0,2.0,1.9236024488495358,2.7251919399914697,3.2647594272101133,,,,,,,,,,,,,1
44,296a8dd8-1dd0-4749-8d37-a6c6e5681014,1,Kendaraan Pribadi,private_vehicle,39.6,4618.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,0
45,e3b69822-8712-4bd2-bbfd-671509cf2755,0,Rekomendasi,time,47.7250153135101,5000.0,1.0,0.5575546338790403,2.9132937478781016,3.4936773396945497,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Lainnya,Beberapa kali seminggu,3.0,3.0,3.0,3.0,4.0,1
45,e3b69822-8712-4bd2-bbfd-671509cf2755,1,Termurah,cost,54.90694977104787,5000.0,1.0,0.8458193557110638,2.6609635595132195,3.000393697995193,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Lainnya,Beberapa kali seminggu,3.0,3.0,3.0,3.0,4.0,0
45,e3b69822-8712-4bd2-bbfd-671509cf2755,2,Kendaraan Pribadi,private_vehicle,7.4,858.0,0.0,0.0,4.0,3.0000000000000004,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Lainnya,Beberapa kali seminggu,3.0,3.0,3.0,3.0,4.0,0
46,ec063c25-0fa8-407f-9d1f-dcd22682313a,0,Rekomendasi,time,13.600787886868288,0.0,0.0,0.0,3.968519669415676,3.031480330584324,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali seminggu,4.0,4.0,4.0,4.0,4.0,1
46,ec063c25-0fa8-407f-9d1f-dcd22682313a,1,Kendaraan Pribadi,private_vehicle,2.4,280.0,0.0,0.0,4.0,3.0,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali seminggu,4.0,4.0,4.0,4.0,4.0,0
47,e26424b6-9731-49b5-a15a-407702373fa3,0,Rekomendasi,time,45.77692815188729,0.0,0.0,2.3838044996677548,3.079960853058715,2.7947163140788334,26-35,Laki-laki,Karyawan,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,,,,,,1
47,e26424b6-9731-49b5-a15a-407702373fa3,1,Tercepat,alternative,46.499720227834224,0.0,0.0,2.4046741686311557,3.065866808407861,2.7958276200008236,26-35,Laki-laki,Karyawan,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,,,,,,0
47,e26424b6-9731-49b5-a15a-407702373fa3,2,Kendaraan Pribadi,private_vehicle,20.7,1728.0,0.0,0.0,4.0,3.0,26-35,Laki-laki,Karyawan,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,,,,,,0
48,9c766be6-8c56-5c33-af24-26344956fac8,0,Rekomendasi,time,45.77692815188729,0.0,0.0,2.3838044996677548,3.079960853058715,2.7947163140788334,26-35,Laki-laki,Karyawan,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,3.0,3.0,3.0,3.0,3.0,1
48,9c766be6-8c56-5c33-af24-26344956fac8,1,Termurah,alternative,46.499720227834224,0.0,0.0,2.4046741686311557,3.065866808407861,2.7958276200008236,26-35,Laki-laki,Karyawan,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,3.0,3.0,3.0,3.0,3.0,0
48,9c766be6-8c56-5c33-af24-26344956fac8,2,Kendaraan Pribadi,private_vehicle,20.7,1728.0,0.0,0.0,4.0,3.0,26-35,Laki-laki,Karyawan,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,3.0,3.0,3.0,3.0,3.0,0
49,8eeefecd-2fe3-4d8d-8615-cfac41ae6662,0,Rekomendasi,time,25.511485057706285,5000.0,0.0,0.7000315392825048,3.170721698388446,3.8292783016115535,>50,Perempuan,PNS/TNI/Polri,>10 juta,Motor dan mobil,Kerja,Jarang/tidak pernah,5.0,5.0,5.0,5.0,5.0,1
49,8eeefecd-2fe3-4d8d-8615-cfac41ae6662,1,Termurah,cost,25.747692686042246,0.0,0.0,0.7566459005741677,2.562201325367036,2.495728515291515,>50,Perempuan,PNS/TNI/Polri,>10 juta,Motor dan mobil,Kerja,Jarang/tidak pernah,5.0,5.0,5.0,5.0,5.0,0
49,8eeefecd-2fe3-4d8d-8615-cfac41ae6662,2,Kendaraan Pribadi,private_vehicle,5.5,455.0,0.0,0.0,4.0,3.0,>50,Perempuan,PNS/TNI/Polri,>10 juta,Motor dan mobil,Kerja,Jarang/tidak pernah,5.0,5.0,5.0,5.0,5.0,0
50,57ea59a6-ad6c-47ce-8e88-1542e4db33ed,0,Rekomendasi,time,73.6295072095051,5000.0,1.0,1.298502418502392,3.1686464010362543,3.34141874997577,36-50,Perempuan,Lainnya,3-5 juta,Mobil,Kerja,Beberapa kali sebulan,4.0,4.0,3.0,4.0,3.0,1
50,57ea59a6-ad6c-47ce-8e88-1542e4db33ed,1,Termurah,cost,85.94823439239497,5000.0,1.0,1.6360436367906273,2.92950246660261,3.0010798145228046,36-50,Perempuan,Lainnya,3-5 juta,Mobil,Kerja,Beberapa kali sebulan,4.0,4.0,3.0,4.0,3.0,0
50,57ea59a6-ad6c-47ce-8e88-1542e4db33ed,2,Kendaraan Pribadi,private_vehicle,46.3,3862.0,0.0,0.0,4.0,2.9999999999999996,36-50,Perempuan,Lainnya,3-5 juta,Mobil,Kerja,Beberapa kali sebulan,4.0,4.0,3.0,4.0,3.0,0
51,09c61de7-bfc2-450b-80d1-972e3c093e61,0,Rekomendasi,time,34.447537203940215,0.0,0.0,1.052833883166275,2.7823368713314567,2.5628783283143175,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Beberapa kali seminggu,5.0,5.0,5.0,5.0,5.0,1
51,09c61de7-bfc2-450b-80d1-972e3c093e61,1,Tercepat,alternative,35.933733821102415,5000.0,0.0,0.8657366342314919,3.3542723747008285,3.206371258592295,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Beberapa kali seminggu,5.0,5.0,5.0,5.0,5.0,0
51,09c61de7-bfc2-450b-80d1-972e3c093e61,2,Kendaraan Pribadi,private_vehicle,7.6,635.0,0.0,0.0,4.0,2.9999999999999996,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Beberapa kali seminggu,5.0,5.0,5.0,5.0,5.0,0
52,7a7cd803-300a-4a5d-9334-9d34a8513ffc,0,Rekomendasi,time,24.736070151964565,5000.0,0.0,0.5182180972517112,3.2486012479421005,3.7513987520578986,,,,,,,,4.0,3.0,5.0,4.0,5.0,1
52,7a7cd803-300a-4a5d-9334-9d34a8513ffc,1,Termurah,cost,36.53630634468387,0.0,0.0,1.040646865017915,2.833581386211841,2.4917908871284,,,,,,,,4.0,3.0,5.0,4.0,5.0,0
52,7a7cd803-300a-4a5d-9334-9d34a8513ffc,2,Kendaraan Pribadi,private_vehicle,5.7,472.0,0.0,0.0,4.0,3.0,,,,,,,,4.0,3.0,5.0,4.0,5.0,0
53,8a72e54b-26f0-4091-91ec-ce07b33cb19f,0,Rekomendasi,time,137.50774507071117,5000.0,3.0,0.287456659873818,1.60012069796164,2.5502921252759627,,,,,,,,,,,,,1
53,8a72e54b-26f0-4091-91ec-ce07b33cb19f,1,Kendaraan Pribadi,private_vehicle,30.4,2532.0,0.0,0.0,4.0,2.9999999999999996,,,,,,,,,,,,,0
54,e7574957-ee1d-4974-bf17-3bfa267bc904,0,Rekomendasi,time,46.5168693283007,5000.0,0.0,1.9206514674079496,3.664356199285053,3.335643800714947,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali sebulan,5.0,3.0,5.0,5.0,5.0,1
54,e7574957-ee1d-4974-bf17-3bfa267bc904,1,Kendaraan Pribadi,private_vehicle,12.2,1020.0,0.0,0.0,4.0,2.9999999999999996,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali sebulan,5.0,3.0,5.0,5.0,5.0,0
55,75f56a39-d053-5ab2-8e39-f3ba7d2357cb,0,Rekomendasi,time,30.475790871274786,5000.0,0.0,0.6963057107913704,3.535131963720298,3.4648680362797015,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali sebulan,3.0,5.0,4.0,3.0,5.0,1
55,75f56a39-d053-5ab2-8e39-f3ba7d2357cb,1,Kendaraan Pribadi,private_vehicle,7.5,625.0,0.0,0.0,4.0,3.0,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali sebulan,3.0,5.0,4.0,3.0,5.0,0
56,d5886ccb-0764-415d-a1d1-25b49129e356,0,Rekomendasi,time,98.01172682978014,5000.0,1.0,0.9457545200032464,2.6028969997321507,2.866249259321866,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,1
56,d5886ccb-0764-415d-a1d1-25b49129e356,1,Kendaraan Pribadi,private_vehicle,36.4,3032.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,0
57,cdaa9857-19a6-46e8-9615-fb59893f27bf,0,Rekomendasi,time,148.4348066153355,5000.0,3.0,1.171810549043753,1.7202185651157094,2.5673508651709183,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,3.0,5.0,5.0,5.0,5.0,0
57,cdaa9857-19a6-46e8-9615-fb59893f27bf,1,Kendaraan Pribadi,private_vehicle,30.0,2502.0,0.0,0.0,4.0,3.0,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,3.0,5.0,5.0,5.0,5.0,1
58,f10ecbea-2840-4638-bc72-6d27964fa2b8,0,Rekomendasi,time,57.71139431041253,5000.0,0.0,1.5154930497851073,3.6037195251427057,3.396280474857294,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali sebulan,4.0,4.0,4.0,4.0,4.0,1
58,f10ecbea-2840-4638-bc72-6d27964fa2b8,1,Kendaraan Pribadi,private_vehicle,26.2,2185.0,0.0,0.0,4.0,3.0,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali sebulan,4.0,4.0,4.0,4.0,4.0,0
59,9f69ac3a-ae35-5167-8539-9e6e7e65d982,0,Rekomendasi,time,154.0316025029014,5000.0,3.0,1.280761703544791,1.7397005164312325,2.605442587800257,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Setiap hari,5.0,5.0,5.0,5.0,5.0,1
59,9f69ac3a-ae35-5167-8539-9e6e7e65d982,1,Kendaraan Pribadi,private_vehicle,31.8,2652.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Setiap hari,5.0,5.0,5.0,5.0,5.0,0
60,0fa905bd-dba9-4375-a7de-4c32fdc2f5f9,0,Rekomendasi,time,36.93403694045628,5000.0,0.0,0.28437944801240606,3.407604105620773,3.5923958943792274,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Jarang/tidak pernah,3.0,3.0,3.0,3.0,3.0,1
60,0fa905bd-dba9-4375-a7de-4c32fdc2f5f9,1,Kendaraan Pribadi,private_vehicle,31.8,2652.0,0.0,0.0,4.0,3.0,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Tidak punya,Sekolah/Kuliah,Jarang/tidak pernah,3.0,3.0,3.0,3.0,3.0,0
61,d6d425e3-de36-5dda-9e25-a14b2d3c02c7,0,Rekomendasi,time,47.62732143185535,5000.0,0.0,0.4204153055451641,3.394073747696261,3.6059262523037385,18-25,Laki-laki,Pelajar/Mahasiswa,5-10 juta,Motor dan mobil,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,1
61,d6d425e3-de36-5dda-9e25-a14b2d3c02c7,1,Kendaraan Pribadi,private_vehicle,38.7,3228.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,5-10 juta,Motor dan mobil,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,0
62,f321a721-7ab8-4e0a-a859-37ed89d813b8,0,Rekomendasi,time,51.69124924761859,5000.0,1.0,1.170549377633788,2.918781917511119,3.1000774732076497,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Lainnya,Beberapa kali seminggu,3.0,4.0,4.0,4.0,4.0,1
62,f321a721-7ab8-4e0a-a859-37ed89d813b8,1,Kendaraan Pribadi,private_vehicle,22.3,1860.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Lainnya,Beberapa kali seminggu,3.0,4.0,4.0,4.0,4.0,0
63,f88d5387-61ab-58bb-9a09-03cdeac688da,0,Rekomendasi,time,84.64450677559915,5000.0,1.0,0.6703469482609037,2.5690633561281904,3.059132710550839,<18,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,1
63,f88d5387-61ab-58bb-9a09-03cdeac688da,1,Kendaraan Pribadi,private_vehicle,42.0,3500.0,0.0,0.0,4.0,3.0,<18,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Beberapa kali seminggu,,,,,,0
64,551107bd-bfcd-4c59-a5a7-1f2696408156,0,Rekomendasi,time,30.710026329972578,5000.0,0.0,0.6034145508806062,3.2642146401059846,3.7357853598940154,,,,,,,,,,,,,1
64,551107bd-bfcd-4c59-a5a7-1f2696408156,1,Kendaraan Pribadi,private_vehicle,8.0,670.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,0
65,e0a42a6f-c06f-4665-912b-1261682bdde4,0,Rekomendasi,time,57.074742685184845,5000.0,0.0,2.457526044750448,3.542552522132869,3.265968461078868,18-25,Laki-laki,Pelajar/Mahasiswa,1-3 juta,Motor dan mobil,Sekolah/Kuliah,Jarang/tidak pernah,,,,,,0
65,e0a42a6f-c06f-4665-912b-1261682bdde4,1,Kendaraan Pribadi,private_vehicle,19.7,1640.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,1-3 juta,Motor dan mobil,Sekolah/Kuliah,Jarang/tidak pernah,,,,,,1
66,4c75bf2f-5fe4-5cdb-aa9a-b252966d08e3,0,Rekomendasi,time,28.07317605664209,0.0,0.0,0.0,4.0,2.9999999999999996,18-25,Perempuan,Pelajar/Mahasiswa,1-3 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali seminggu,4.0,2.0,5.0,4.0,5.0,1
66,4c75bf2f-5fe4-5cdb-aa9a-b252966d08e3,1,Kendaraan Pribadi,private_vehicle,8.9,740.0,0.0,0.0,4.0,3.0,18-25,Perempuan,Pelajar/Mahasiswa,1-3 juta,Tidak punya,Sekolah/Kuliah,Beberapa kali seminggu,4.0,2.0,5.0,4.0,5.0,0
67,c9bdf883-fc5c-4008-8bcb-12aeedc66c5a,0,Rekomendasi,time,116.23408653954216,5000.0,2.0,0.9308147166622317,2.107476587077621,2.664843165364115,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Setiap hari,5.0,5.0,5.0,3.0,5.0,1
67,c9bdf883-fc5c-4008-8bcb-12aeedc66c5a,1,Kendaraan Pribadi,private_vehicle,24.6,2052.0,0.0,0.0,4.0,3.0000000000000004,18-25,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Setiap hari,5.0,5.0,5.0,3.0,5.0,0
68,0c9eeadf-1021-4e23-9b06-2c99646c7c51,0,Rekomendasi,time,84.03467934487702,5000.0,0.0,3.5672051651559222,3.6367027525029103,3.127312316130874,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Setiap hari,5.0,5.0,4.0,3.0,4.0,1
68,0c9eeadf-1021-4e23-9b06-2c99646c7c51,1,Kendaraan Pribadi,private_vehicle,39.0,3248.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Setiap hari,5.0,5.0,4.0,3.0,4.0,0
69,531e6bc1-bb5e-5dc8-9381-3ecd56f03f79,0,Rekomendasi,time,84.03467934487702,5000.0,0.0,3.5672051651559222,3.6367027525029103,3.127312316130874,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Setiap hari,5.0,5.0,4.0,3.0,4.0,1
69,531e6bc1-bb5e-5dc8-9381-3ecd56f03f79,1,Kendaraan Pribadi,private_vehicle,39.0,3248.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor dan mobil,Sekolah/Kuliah,Setiap hari,5.0,5.0,4.0,3.0,4.0,0
70,f2241d11-0dff-4dd7-b3e3-625dec18aea7,0,Rekomendasi,time,64.13245263449564,0.0,0.0,0.0,3.70107105051324,2.964955822546292,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,4.0,5.0,5.0,5.0,5.0,1
70,f2241d11-0dff-4dd7-b3e3-625dec18aea7,1,Kendaraan Pribadi,private_vehicle,36.1,3005.0,0.0,0.0,4.0,3.0,<18,Perempuan,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Beberapa kali seminggu,4.0,5.0,5.0,5.0,5.0,0
71,3b2c2c1f-7029-42a9-9a3d-eb0c615cc72f,0,Rekomendasi,time,27.561221737121418,0.0,0.0,1.0518821041068114,2.9159670329331404,2.45798351646657,18-25,Perempuan,Pelajar/Mahasiswa,3-5 juta,Tidak punya,Sekolah/Kuliah,Jarang/tidak pernah,3.0,3.0,3.0,5.0,4.0,1
71,3b2c2c1f-7029-42a9-9a3d-eb0c615cc72f,1,Tercepat,alternative,28.81127430484247,5000.0,0.0,0.9750139765438537,3.5952031466824392,3.4047968533175603,18-25,Perempuan,Pelajar/Mahasiswa,3-5 juta,Tidak punya,Sekolah/Kuliah,Jarang/tidak pernah,3.0,3.0,3.0,5.0,4.0,0
71,3b2c2c1f-7029-42a9-9a3d-eb0c615cc72f,2,Kendaraan Pribadi,private_vehicle,7.9,655.0,0.0,0.0,4.0,3.0000000000000004,18-25,Perempuan,Pelajar/Mahasiswa,3-5 juta,Tidak punya,Sekolah/Kuliah,Jarang/tidak pernah,3.0,3.0,3.0,5.0,4.0,0
72,5dd97b80-fdfc-4383-a258-5c7a56c9f05e,0,Rekomendasi,time,102.03881177305094,0.0,0.0,7.026140067389959,3.6525806081749623,2.826290304087481,,,,,,,,,,,,,1
72,5dd97b80-fdfc-4383-a258-5c7a56c9f05e,1,Kendaraan Pribadi,private_vehicle,42.5,3542.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,0
73,75a5273c-9b86-4890-8ed1-1d4247f39cc6,0,Rekomendasi,time,75.27270956227882,5000.0,1.0,1.2753340965169429,2.863984888776268,3.0432281172977502,26-35,Laki-laki,PNS/TNI/Polri,5-10 juta,Mobil,Kerja,Jarang/tidak pernah,5.0,3.0,5.0,5.0,5.0,0
73,75a5273c-9b86-4890-8ed1-1d4247f39cc6,1,Kendaraan Pribadi,private_vehicle,33.5,2788.0,0.0,0.0,4.0,3.0,26-35,Laki-laki,PNS/TNI/Polri,5-10 juta,Mobil,Kerja,Jarang/tidak pernah,5.0,3.0,5.0,5.0,5.0,1
74,9ecebdf2-ff07-4f9e-bcd3-086d9ed3be56,0,Rekomendasi,time,68.11967785080634,5000.0,0.0,0.890686025793575,3.3383426561113,3.2559284079240336,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,4.0,3.0,5.0,5.0,1
74,9ecebdf2-ff07-4f9e-bcd3-086d9ed3be56,1,Kendaraan Pribadi,private_vehicle,24.5,2852.0,0.0,0.0,4.0,3.0,18-25,Laki-laki,Pelajar/Mahasiswa,<1 juta,Motor,Sekolah/Kuliah,Jarang/tidak pernah,5.0,4.0,3.0,5.0,5.0,0
75,fab3322c-c94f-49bd-86d8-52ac97bcedf5,0,Rekomendasi,time,89.7472202648168,5000.0,1.0,1.076543750975571,2.6959897003331696,2.993145394565516,36-50,Perempuan,PNS/TNI/Polri,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,5.0,5.0,5.0,5.0,5.0,1
75,fab3322c-c94f-49bd-86d8-52ac97bcedf5,1,Kendaraan Pribadi,private_vehicle,45.5,3792.0,0.0,0.0,4.0,3.0,36-50,Perempuan,PNS/TNI/Polri,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,5.0,5.0,5.0,5.0,5.0,0
76,460563d9-f028-5100-ba5a-32726615cb36,0,Rekomendasi,time,25.99146814722622,0.0,0.0,0.8335620858525574,2.5457280923674377,2.608813656513897,36-50,Perempuan,PNS/TNI/Polri,>10 juta,Motor dan mobil,Kerja,Beberapa kali sebulan,5.0,4.0,4.0,5.0,5.0,1
